timestamp,open,high,low,close,volume
2025-03-05 05:00:00,86890.1,87161.7,86851.1,87111.0,13.76104722
2025-03-05 06:00:00,87111.0,87484.1,87011.6,87484.1,15.71938218
2025-03-05 07:00:00,87484.1,87657.3,87353.1,87600.0,37.0843863
2025-03-05 08:00:00,87600.0,87857.4,87597.5,87723.4,86.64013251
2025-03-05 09:00:00,87723.5,88749.4,87665.0,88471.8,70.3045793
2025-03-05 10:00:00,88471.8,90640.3,88370.4,89926.4,425.33271667
2025-03-05 11:00:00,89931.0,90569.3,89571.5,89805.4,235.58703589
2025-03-05 12:00:00,89805.4,90866.0,89805.4,90350.0,249.82528737
2025-03-05 13:00:00,90350.1,90579.8,89102.8,89479.3,349.36800891
2025-03-05 14:00:00,89479.1,89777.1,88195.4,88511.3,275.57882869
2025-03-05 15:00:00,88511.3,89459.8,87898.7,88343.9,147.24408057
2025-03-05 16:00:00,88335.1,89216.8,87600.0,88919.8,282.51939526
2025-03-05 17:00:00,88919.9,90405.7,88804.4,89700.0,308.95080624
2025-03-05 18:00:00,89700.0,89854.7,88928.9,89716.4,49.10048014
2025-03-05 19:00:00,89716.4,90099.9,89506.7,89757.1,70.37124652
2025-03-05 20:00:00,89757.2,90645.0,89674.3,90486.6,442.61037976
2025-03-05 21:00:00,90500.2,90606.5,89937.3,90373.2,54.8002392
2025-03-05 22:00:00,90373.3,90518.9,90004.3,90443.6,41.36657284
2025-03-05 23:00:00,90443.7,90975.1,90316.0,90610.4,132.10368031
2025-03-06 00:00:00,90610.4,90781.0,89951.4,90067.0,117.682526
2025-03-06 01:00:00,90067.0,91815.7,90060.3,91052.6,92.58537396
2025-03-06 02:00:00,91052.8,92000.0,91052.8,91778.4,123.05775002
2025-03-06 03:00:00,91778.4,91949.8,91427.9,91569.8,38.42739455
2025-03-06 04:00:00,91569.9,92400.0,91530.1,92286.5,146.10751507
2025-03-06 05:00:00,92284.3,92741.5,92130.6,92741.5,75.85427908
2025-03-06 06:00:00,92741.5,92741.5,91801.8,91909.9,65.62756794
2025-03-06 07:00:00,91910.1,91987.2,91241.2,91300.0,101.72454001
2025-03-06 08:00:00,91300.0,91539.9,91200.0,91229.8,35.96285132
2025-03-06 09:00:00,91200.1,91200.1,90608.9,90738.0,69.9081751
2025-03-06 10:00:00,90737.1,91581.7,90608.9,91304.8,47.01761498
2025-03-06 11:00:00,91299.9,91514.9,91012.1,91367.0,26.48190053
2025-03-06 12:00:00,91367.0,91367.0,89822.0,90159.4,269.27073913
2025-03-06 13:00:00,90071.6,90392.4,89470.4,89529.7,106.96945505
2025-03-06 14:00:00,89529.8,90300.0,89185.1,89786.3,246.18871008
2025-03-06 15:00:00,89790.2,91400.0,89660.2,90813.3,178.04407943
2025-03-06 16:00:00,90813.2,91040.2,89273.7,89273.8,146.68282639
2025-03-06 17:00:00,89273.8,89345.1,88002.0,88625.5,361.25778056
2025-03-06 18:00:00,88625.5,88910.6,88163.6,88381.7,79.12710435
2025-03-06 19:00:00,88381.7,89338.3,87836.3,88518.0,156.63402834
2025-03-06 20:00:00,88518.1,89302.7,88499.7,89057.6,69.24510039
2025-03-06 21:00:00,89057.7,89869.1,89020.3,89869.1,153.18695609
2025-03-06 22:00:00,89869.1,90761.3,89573.5,90336.0,170.72050189
2025-03-06 23:00:00,90336.0,90549.7,89907.6,89916.8,114.79918771
2025-03-07 00:00:00,89925.3,91227.4,84665.7,85519.6,938.57464238
2025-03-07 01:00:00,85522.7,88888.0,85250.1,88211.9,406.64180629
2025-03-07 02:00:00,88280.8,88375.4,87298.9,87298.9,182.29775648
2025-03-07 03:00:00,87290.0,87632.1,86812.3,86979.4,82.99881291
2025-03-07 04:00:00,86979.4,87836.3,86899.9,87659.9,50.1622264
2025-03-07 05:00:00,87660.0,88376.0,87647.6,88211.5,56.34542221
2025-03-07 06:00:00,88212.8,88312.1,87852.3,88193.4,49.36624586
2025-03-07 07:00:00,88199.9,88564.4,88128.4,88281.9,82.75179386
2025-03-07 08:00:00,88289.9,88489.3,88026.2,88392.2,44.29769329
2025-03-07 09:00:00,88380.9,89649.2,88367.2,88960.6,62.00332813
2025-03-07 10:00:00,88960.7,89271.2,88811.3,89249.9,24.93046601
2025-03-07 11:00:00,89249.9,89377.8,88872.5,88931.0,44.59097057
2025-03-07 12:00:00,88931.1,89273.3,88386.1,89060.2,34.52623775
2025-03-07 13:00:00,89060.2,90308.4,89012.3,89076.2,152.29577456
2025-03-07 14:00:00,89076.2,91060.7,88694.1,90476.5,714.35377129
2025-03-07 15:00:00,90469.8,90749.2,88017.7,88410.8,259.19960249
2025-03-07 16:00:00,88410.8,88886.8,86665.6,87183.0,207.64787663
2025-03-07 17:00:00,87183.0,88574.4,86569.9,87674.7,261.15433858
2025-03-07 18:00:00,87662.7,88960.6,87568.3,88552.3,194.77251382
2025-03-07 19:00:00,88552.4,88817.1,87358.3,87744.4,58.46687737
2025-03-07 20:00:00,87783.1,88451.2,86503.2,86956.1,160.45456184
2025-03-07 21:00:00,86956.1,87295.3,85600.1,86264.0,358.01685009
2025-03-07 22:00:00,86264.1,86799.0,85585.0,86750.1,81.46063661
2025-03-07 23:00:00,86750.1,86785.7,86011.0,86762.3,26.79065762
2025-03-08 00:00:00,86762.3,86809.4,86495.5,86754.0,38.7470443
2025-03-08 01:00:00,86754.0,86754.0,85230.0,85990.4,119.57795326
2025-03-08 02:00:00,85990.4,86300.1,85910.8,86145.9,51.7682913
2025-03-08 03:00:00,86141.8,86146.2,85444.1,85926.0,38.01090031
2025-03-08 04:00:00,85926.1,86462.5,85650.0,86435.6,29.42853338
2025-03-08 05:00:00,86435.6,86435.6,86000.2,86256.4,18.36357438
2025-03-08 06:00:00,86256.5,86577.8,86256.5,86436.6,17.66609595
2025-03-08 07:00:00,86436.6,86493.0,86111.2,86151.9,34.59687039
2025-03-08 08:00:00,86179.0,86299.1,86086.6,86086.7,27.66079751
2025-03-08 09:00:00,86086.7,86429.1,85838.8,85892.4,32.18806222
2025-03-08 10:00:00,85892.4,86223.6,85892.4,86118.6,40.6425003
2025-03-08 11:00:00,86118.6,86118.6,85768.1,85921.1,13.49834758
2025-03-08 12:00:00,85921.1,86331.5,85817.3,86200.0,33.85792759
2025-03-08 13:00:00,86180.0,86424.9,86118.7,86294.0,23.67582889
2025-03-08 14:00:00,86295.3,86524.0,86250.0,86337.7,24.58110206
2025-03-08 15:00:00,86340.2,86500.0,86227.6,86370.3,14.38025185
2025-03-08 16:00:00,86370.3,86400.1,85859.0,86105.2,45.5738878
2025-03-08 17:00:00,86115.0,86115.0,85671.1,85911.7,34.19666443
2025-03-08 18:00:00,85915.1,86041.6,85839.3,86007.2,43.81734195
2025-03-08 19:00:00,86007.3,86416.0,85800.0,86201.8,54.6911026
2025-03-08 20:00:00,86201.8,86336.0,86189.6,86302.3,7.08163703
2025-03-08 21:00:00,86302.3,86464.1,86180.9,86199.3,42.98460324
2025-03-08 22:00:00,86199.3,86310.9,85907.9,86310.9,13.23027506
2025-03-08 23:00:00,86317.5,86333.0,86046.7,86164.1,16.29350978
2025-03-09 00:00:00,86164.1,86385.5,86139.3,86385.5,7.26642437
2025-03-09 01:00:00,86385.5,86435.2,86120.6,86171.9,16.72313653
2025-03-09 02:00:00,86172.0,86239.5,86000.0,86047.5,18.28656575
2025-03-09 03:00:00,86047.5,86171.9,86000.0,86168.5,18.183252
2025-03-09 04:00:00,86131.1,86131.1,85934.0,86023.1,23.79916823
2025-03-09 05:00:00,86023.2,86109.3,85995.0,86030.1,7.32509954
2025-03-09 06:00:00,86030.1,86030.1,85800.0,85876.5,13.13215984
2025-03-09 07:00:00,85876.5,86131.6,85876.4,85993.0,33.74368233
2025-03-09 08:00:00,85993.0,86015.2,85993.0,86015.2,0.09042142
